index,H
0,-8.4203009074349559144877721938692447725055e-17
1,-4.9713844555368931488192885126409237273037e-02
2,-4.9713844555368931488192885126409237273037e-02
3,-4.9713844555368931488192885126409237273037e-02
4,-4.9713844555368931488192885126409237273037e-02
5,-4.9713844555368931488192885126409237273037e-02
6,-4.9713844555368931488192885126409237273037e-02
7,-4.9713844555368931488192885126409237273037e-02
8,-4.9713844555368931488192885126409237273037e-02
9,-4.9713844555368931488192885126409237273037e-02
10,-4.9713844555368931488192885126409237273037e-02
11,-4.9713844555368931488192885126409237273037e-02
12,-4.9713844555368931488192885126409237273037e-02
13,-4.9713844555368931488192885126409237273037e-02
14,-4.9713844555368931488192885126409237273037e-02
15,-4.9713844555368931488192885126409237273037e-02
16,-4.9713844555368931488192885126409237273037e-02
17,-4.9713844555368931488192885126409237273037e-02
18,-4.9713844555368931488192885126409237273037e-02
19,-4.9713844555368910671511173404724104329944e-02
20,-4.9713844555368938427086789033637614920735e-02
21,-4.9713844555369562927538140684191603213549e-02
22,-4.9713844555368931488192885126409237273037e-02
23,-4.9713844555368931488192885126409237273037e-02
24,-4.9713844555368931488192885126409237273037e-02
25,-4.9713844555368931488192885126409237273037e-02
26,-4.9713844555368931488192885126409237273037e-02
27,-4.9713844555368931488192885126409237273037e-02
28,-4.9713844555368931488192885126409237273037e-02
29,-4.9713844555368931488192885126409237273037e-02
30,-4.9713844555368931488192885126409237273037e-02
31,-4.9713844555368931488192885126409237273037e-02
32,-4.9713844555368931488192885126409237273037e-02
33,-4.9713844555368931488192885126409237273037e-02
34,-4.9713844555368931488192885126409237273037e-02
35,-4.9713844555368931488192885126409237273037e-02
36,-4.9713844555368931488192885126409237273037e-02
37,-4.9713844555368931488192885126409237273037e-02
38,-4.9713844555368931488192885126409237273037e-02
39,-4.9713844555369035571601443734834901988506e-02
40,-4.9713844555368973121556308569779503159225e-02
41,-4.9713844555369250677312464858914609067142e-02
42,-4.9713844555368931488192885126409237273037e-02
43,-4.9713844555368931488192885126409237273037e-02
44,-4.9713844555368931488192885126409237273037e-02
45,-4.9713844555368931488192885126409237273037e-02
46,-4.9713844555368931488192885126409237273037e-02
47,-4.9713844555368931488192885126409237273037e-02
48,-4.9713844555368931488192885126409237273037e-02
49,-4.9713844555369035571601443734834901988506e-02
50,-4.9713844555368973121556308569779503159225e-02
51,-4.9713844555369250677312464858914609067142e-02
52,-4.9713844555368931488192885126409237273037e-02
53,-4.9713844555368931488192885126409237273037e-02
54,-4.9713844555368931488192885126409237273037e-02
